SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,Normandy High School,Parma City,1,,OH-044636,3904463,OH-044636-027367,390446301505,3901505,2500 W Pleasant Valley Rd,,,Parma,OH,44134,6521.0,2500 W Pleasant Valley Rd,,,Parma,OH,44134,6521.0,(440)885-2400,http://normandy.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,normandy,normandy high school,parma city,44134,4408852400,2500 w pleasant valley rd,027367,Cuyahoga,,,,High,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.6552982869944,41.44494430508249,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Ridge-Brook Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-031617,390446301512,3901512,7915 Manhattan Ave,,,Parma,OH,44129,1840.0,7915 Manhattan Ave,,,Parma,OH,44129,1840.0,(440)885-2350,http://ridgebrook.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,ridge brook,ridge brook elementary school,parma city,44129,4408852350,7915 manhattan ave,031617,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.7101931818893,41.43381317395136,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Thoreau Park Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-037143,390446301518,3901518,5401 W 54th St,,,Parma,OH,44129,2201.0,5401 W 54th St,,,Parma,OH,44129,2201.0,(440)885-2352,http://thoreaupark.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,thoreau park,thoreau park elementary school,parma city,44129,4408852352,5401 w 54th st,037143,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.65794092963704,41.390409770547954,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Valley Forge High School,Parma City,1,,OH-044636,3904463,OH-044636-038109,390446301519,3901519,9999 Independence Blvd,,,Parma Heights,OH,44130,4644.0,9999 Independence Blvd,,,Parma Heights,OH,44130,4644.0,(440)885-2330,http://valleyforge.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,valley forge,valley forge high school,parma city,44130,4408852330,9999 independence blvd,038109,Cuyahoga,,,,High,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.661904893601,41.41891827905646,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Shiloh Middle School,Parma City,1,,OH-044636,3904463,OH-044636-034462,390446304458,3904458,2303 Grantwood Dr,,,Parma,OH,44134,4075.0,2303 Grantwood Dr,,,Parma,OH,44134,4075.0,(440)885-8485,http://shiloh.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,shiloh,shiloh middle school,parma city,44134,4408858485,2303 grantwood dr,034462,Cuyahoga,,,,Middle,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.71848147017758,41.463282643420825,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,First Step Preschool,Parma City,1,,OH-044636,3904463,OH-044636-000943,390446305112,3905112,7700 Malibu Dr,,,Parma,OH,44130,7203.0,7700 Malibu Dr,,,Parma,OH,44130,7203.0,(440)885-8645,http://firststep.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported,first step preschool,first step preschool,parma city,44130,4408858645,7700 malibu dr,000943,Cuyahoga,,,,Prekindergarten,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.65914213083825,41.412992353130534,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Parma Virtual Learning Academy,Parma City,1,,OH-044636,3904463,OH-044636-020317,390446310832,3910832,7377 Chateau Dr,,,Parma,OH,44130,3800.0,7377 Chateau Dr,,,Parma,OH,44130,5259.0,(440)885-2413,http://www.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,parma virtual learning academy,parma virtual learning academy,parma city,44130,4408852413,7377 chateau dr,020317,Cuyahoga,,,,High,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.67631930801542,41.42740676754495,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Washington Primary Elementary School,Piqua City,1,,OH-044644,3904464,OH-044644-016089,390446401523,3901523,800 N Sunset Dr,,,Piqua,OH,45356,4440.0,800 N Sunset Dr,,,Piqua,OH,45356,4440.0,(937)773-8472,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,washington primary,washington primary elementary school,piqua city,45356,9377738472,800 n sunset dr,016089,Miami,,,,Elementary,Regular School,True,,,unmatched,40.053433218652565,-84.22881278334407,-84.27451848904977,40.077737522956866,county_centroid_jitter,,,,,,,0.0,False,unmatched,64.86486486486487
2024-2025,39,OHIO,OH,Piqua High School,Piqua City,1,,OH-044644,3904464,OH-044644-030098,390446401526,3901526,1 Indian Trl,,,Piqua,OH,45356,9257.0,1 Indian Trl,,,Piqua,OH,45356,9257.0,(937)773-6314,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,piqua,piqua high school,piqua city,45356,9377736314,1 indian trl,030098,Miami,,,,High,Regular School,True,,,unmatched,40.053433218652565,-84.22881278334407,-84.24016413469542,40.06884863406798,county_centroid_jitter,,,,,,,0.0,False,unmatched,32.25806451612904
2024-2025,39,OHIO,OH,Springcreek Primary Elementary School,Piqua City,1,,OH-044644,3904464,OH-044644-035428,390446401528,3901528,145 E Us Route 36,,,Piqua,OH,45356,8201.0,145 E Us Route 36,,,Piqua,OH,45356,8201.0,(937)773-6540,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,springcreek primary,springcreek primary elementary school,piqua city,45356,9377736540,145 e us route 36,035428,Miami,,,,Elementary,Regular School,True,,,unmatched,40.053433218652565,-84.22881278334407,-84.24268665721794,40.0470668522862,county_centroid_jitter,035428,springcreek primary,piqua city,Springcreek Primary Elementary School,Piqua City,Warning (ATSI),500.0,True,exact_irn,
2024-2025,39,OHIO,OH,Piqua Central Intermediate School,Piqua City,1,,OH-044644,3904464,OH-044644-041269,390446401531,3901531,807 Nicklin Ave,,,Piqua,OH,45356,1713.0,807 Nicklin Ave,,,Piqua,OH,45356,1713.0,(937)773-2017,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Middle,As reported,piqua central intermediate,piqua central intermediate school,piqua city,45356,9377732017,807 nicklin ave,041269,Miami,,,,Middle,Regular School,True,,,unmatched,40.053433218652565,-84.22881278334407,-84.28472869925999,40.02864843386778,county_centroid_jitter,041269,piqua central intermediate,piqua city,Piqua Central Intermediate School,Piqua City,Warning (ATSI),735.0,True,exact_irn,
2024-2025,39,OHIO,OH,Piqua Junior High School,Piqua City,1,,OH-044644,3904464,OH-044644-137463,390446402644,3902644,1 Tomahawk Trl,,,Piqua,OH,45356,8242.0,1 Tomahawk Trl,,,Piqua,OH,45356,8242.0,(937)778-2997,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,piqua junior,piqua junior high school,piqua city,45356,9377782997,1 tomahawk trl,137463,Miami,,,,Middle,Regular School,True,,,unmatched,40.053433218652565,-84.22881278334407,-84.1743383088696,40.093112898332244,county_centroid_jitter,,,,,,,0.0,False,unmatched,47.36842105263158
2024-2025,39,OHIO,OH,Bataan Memorial Primary School,Port Clinton City,1,,OH-044651,3904465,OH-044651-001685,390446501532,3901532,575 W 6th St,,,Port Clinton,OH,43452,2160.0,575 W 6th St,,,Port Clinton,OH,43452,2160.0,(419)734-2815,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported,bataan memorial primary,bataan memorial primary school,port clinton city,43452,4197342815,575 w 6th st,001685,Ottawa,,,,Elementary,Regular School,True,,,unmatched,41.53804002941515,-83.14351663388655,-83.12627939664931,41.56650849788362,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Bataan Memorial Intermediate School,Port Clinton City,1,,OH-044651,3904465,OH-044651-018093,390446501534,3901534,525 W 6th St,,,Port Clinton,OH,43452,2160.0,525 W 6th St,,,Port Clinton,OH,43452,2160.0,(419)734-3931,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported,bataan memorial intermediate,bataan memorial intermediate school,port clinton city,43452,4197343931,525 w 6th st,018093,Ottawa,,,,Elementary,Regular School,True,,,unmatched,41.53804002941515,-83.14351663388655,-83.08952263989255,41.531273262648384,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Port Clinton Middle School,Port Clinton City,1,,OH-044651,3904465,OH-044651-030833,390446501535,3901535,807 Jefferson St,,,Port Clinton,OH,43452,2415.0,807 Jefferson St,,,Port Clinton,OH,43452,2415.0,(419)734-4448,http://www.port-clinton.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,port clinton,port clinton middle school,port clinton city,43452,4197344448,807 jefferson st,030833,Ottawa,,,,Middle,Regular School,True,,,unmatched,41.53804002941515,-83.14351663388655,-83.11150462187453,41.515577566952686,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Port Clinton High School,Port Clinton City,1,,OH-044651,3904465,OH-044651-030841,390446501536,3901536,821 Jefferson St,,,Port Clinton,OH,43452,2415.0,821 Jefferson St,,,Port Clinton,OH,43452,2415.0,(419)734-2147,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,port clinton,port clinton high school,port clinton city,43452,4197342147,821 jefferson st,030841,Ottawa,,,,High,Regular School,True,,,unmatched,41.53804002941515,-83.14351663388655,-83.18501813538805,41.571393382768505,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Evendale Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-010843,390446701549,3901549,3940 Glendale Milford Rd,,,Cincinnati,OH,45241,3206.0,3940 Glendale Milford Rd,,,Cincinnati,OH,45241,3206.0,(513)864-1200,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,evendale,evendale elementary school,princeton city,45241,5138641200,3940 glendale milford rd,010843,Butler,,,,Elementary,Regular School,True,,,unmatched,39.438624443153486,-84.57560401259452,-84.55176016875068,39.43025607478512,county_centroid_jitter,,,,,,,0.0,False,unmatched,28.57142857142857
2024-2025,39,OHIO,OH,Glendale Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-013581,390446701550,3901550,930 Congress Ave,,,Cincinnati,OH,45246,4423.0,930 Congress Ave,,,Cincinnati,OH,45246,4423.0,(513)864-1300,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,glendale,glendale elementary school,princeton city,45246,5138641300,930 congress ave,013581,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.56079004879541,39.18777200874449,county_centroid_jitter,,,,,,,0.0,False,unmatched,22.857142857142854
2024-2025,39,OHIO,OH,Heritage Hill Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-015966,390446701551,3901551,11961 Chesterdale Rd,,,Cincinnati,OH,45246,2037.0,11961 Chesterdale Rd,,,Cincinnati,OH,45246,2037.0,(513)864-1400,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,heritage hill,heritage hill elementary school,princeton city,45246,5138641400,11961 chesterdale rd,015966,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.53604530405067,39.17135559232807,county_centroid_jitter,,,,,,,0.0,False,unmatched,30.000000000000004
2024-2025,39,OHIO,OH,Lincoln Heights Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-020917,390446701552,3901552,1113 Adams St,,,Cincinnati,OH,45215,1901.0,1113 Adams St,,,Cincinnati,OH,45215,1901.0,(513)864-2400,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,lincoln heights,lincoln heights elementary school,princeton city,45215,5138642400,1113 adams st,020917,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.51298224098761,39.16655078752327,county_centroid_jitter,,,,,,,0.0,False,unmatched,42.85714285714286
2024-2025,39,OHIO,OH,Princeton Community Middle School,Princeton City,1,,OH-044677,3904467,OH-044677-030742,390446701553,3901553,200 Viking Way,,,Cincinnati,OH,45246,,200 Viking Way,,,Cincinnati,OH,45246,,(513)864-2000,http://www.princetonschools.net,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,princeton community,princeton community middle school,princeton city,45246,5138642000,200 viking way,030742,Hamilton,,,,Middle,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49148073948611,39.23285709382957,county_centroid_jitter,,,,,,,0.0,False,unmatched,60.86956521739131
2024-2025,39,OHIO,OH,Princeton High School,Princeton City,1,,OH-044677,3904467,OH-044677-030759,390446701554,3901554,100 Viking Way,,,Cincinnati,OH,45246,,100 Viking Way,,,Cincinnati,OH,45246,,(513)864-1503,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,princeton,princeton high school,princeton city,45246,5138641503,100 viking way,030759,Hamilton,,,,High,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49220146020683,39.16446870544119,county_centroid_jitter,,,,,,,0.0,False,unmatched,50.0
2024-2025,39,OHIO,OH,Sharonville Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-034157,390446701556,3901556,11150 Maple St,,,Cincinnati,OH,45241,2623.0,11150 Maple St,,,Cincinnati,OH,45241,2623.0,(513)864-2600,http://www.princeton.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,sharonville,sharonville elementary school,princeton city,45241,5138642600,11150 maple st,034157,Butler,,,,Elementary,Regular School,True,,,unmatched,39.438624443153486,-84.57560401259452,-84.62046887745939,39.40374956827861,county_centroid_jitter,,,,,,,0.0,False,unmatched,26.315789473684216
2024-2025,39,OHIO,OH,Springdale Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-035436,390446701557,3901557,350 W Kemper Rd,,,Cincinnati,OH,45246,3024.0,350 W Kemper Rd,,,Cincinnati,OH,45246,3024.0,(513)864-2700,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,springdale,springdale elementary school,princeton city,45246,5138642700,350 w kemper rd,035436,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49724650525187,39.23117541214789,county_centroid_jitter,,,,,,,0.0,False,unmatched,27.027027027027028
2024-2025,39,OHIO,OH,Stewart Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-036087,390446701558,3901558,11850 Conrey Rd,,,Cincinnati,OH,45249,1012.0,11850 Conrey Rd,,,Cincinnati,OH,45249,1012.0,(513)864-2800,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,stewart,stewart elementary school,princeton city,45249,5138642800,11850 conrey rd,036087,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.55790716591252,39.22364788462036,county_centroid_jitter,,,,,,,0.0,False,unmatched,29.411764705882348
2024-2025,39,OHIO,OH,Woodlawn Elementary School,Princeton City,1,,OH-044677,3904467,OH-044677-042028,390446701559,3901559,31 Riddle Rd,,,Cincinnati,OH,45215,1014.0,31 Riddle Rd,,,Cincinnati,OH,45215,1014.0,(513)864-2900,http://www.princetonschools.net,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,woodlawn,woodlawn elementary school,princeton city,45215,5138642900,31 riddle rd,042028,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.5965858445912,39.194258495230976,county_centroid_jitter,,,,,,,0.0,False,unmatched,17.14285714285714
2024-2025,39,OHIO,OH,Princeton Innovation Center,Princeton City,1,,OH-044677,3904467,OH-044677-017377,390446705967,3905967,3900 Cottingham Dr,,,Cincinnati,OH,45241,1616.0,3900 Cottingham Dr,,,Cincinnati,OH,45241,1616.0,(513)864-2501,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,princeton innovation center,princeton innovation center,princeton city,45241,5138642501,3900 cottingham dr,017377,Butler,,,,High,Regular School,True,,,unmatched,39.438624443153486,-84.57560401259452,-84.57109950809001,39.41407989860894,county_centroid_jitter,017377,princeton innovation center,princeton city,Princeton Innovation Center,Princeton City,Warning (ATSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,Brown Middle School,Ravenna City,1,,OH-044685,3904468,OH-044685-003905,390446801560,3901560,228 S Scranton St,,,Ravenna,OH,44266,2642.0,228 S Scranton St,,,Ravenna,OH,44266,2642.0,(330)296-3849,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,brown,brown middle school,ravenna city,44266,3302963849,228 s scranton st,003905,Portage,,,,Middle,Regular School,True,,,unmatched,41.167575329242524,-81.19740556049972,-81.20154970464387,41.180348102015294,county_centroid_jitter,003905,brown,ravenna city,Brown Middle School,Ravenna City,Warning (ATSI),497.0,True,exact_irn,
2024-2025,39,OHIO,OH,Ravenna High School,Ravenna City,1,,OH-044685,3904468,OH-044685-031104,390446801563,3901563,6589 N Chestnut St,,,Ravenna,OH,44266,3907.0,6589 N Chestnut St,,,Ravenna,OH,44266,3907.0,(330)296-3844,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,ravenna,ravenna high school,ravenna city,44266,3302963844,6589 n chestnut st,031104,Portage,,,,High,Regular School,True,,,unmatched,41.167575329242524,-81.19740556049972,-81.19314129623545,41.19668443835163,county_centroid_jitter,031104,ravenna,ravenna city,Ravenna High School,Ravenna City,Warning (ATSI),571.0,True,exact_irn,
2024-2025,39,OHIO,OH,West Main Elementary School,Ravenna City,1,,OH-044685,3904468,OH-044685-038786,390446801565,3901565,639 W Main St,,,Ravenna,OH,44266,2722.0,639 W Main St,,,Ravenna,OH,44266,2722.0,(330)296-6522,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,02,04,Elementary,As reported,west main,west main elementary school,ravenna city,44266,3302966522,639 w main st,038786,Portage,,,,Elementary,Regular School,True,,,unmatched,41.167575329242524,-81.19740556049972,-81.18713529022945,41.13782557949278,county_centroid_jitter,,,,,,,0.0,False,unmatched,66.66666666666667
2024-2025,39,OHIO,OH,West Park Elementary School,Ravenna City,1,,OH-044685,3904468,OH-044685-038851,390446801566,3901566,1071 Jones St,,,Ravenna,OH,44266,1413.0,1071 Jones St,,,Ravenna,OH,44266,1413.0,(330)297-1744,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported,west park,west park elementary school,ravenna city,44266,3302971744,1071 jones st,038851,Portage,,,,Elementary,Regular School,True,,,unmatched,41.167575329242524,-81.19740556049972,-81.1820902451844,41.176183937851135,county_centroid_jitter,038851,west park,ravenna city,West Park Elementary School,Ravenna City,Priority (CSI),126.0,True,exact_irn,
2024-2025,39,OHIO,OH,Willyard Elementary School,Ravenna City,1,,OH-044685,3904468,OH-044685-066514,390446801567,3901567,680 Summit Rd,,,Ravenna,OH,44266,3558.0,680 Summit Rd,,,Ravenna,OH,44266,3558.0,(330)296-6481,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,01,02,Elementary,As reported,willyard,willyard elementary school,ravenna city,44266,3302966481,680 summit rd,066514,Portage,,,,Elementary,Regular School,True,,,unmatched,41.167575329242524,-81.19740556049972,-81.19422237731654,41.18307082473802,county_centroid_jitter,,,,,,,0.0,False,unmatched,23.529411764705888
